name,state,state_code,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,degree_type,pred_degree_type,highest_degree,type_school,ST_FIPS,region,locale,hbcu,pbi,annhi,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority
Monmouth University,New Jersey,NJ,4 Year,13981,38138,52119,38138,52119,6395,18,52200,93200,0.44,0.13,3,3,4,2,34,2,21,0,0,0,0,0,0,0,0,0.835404483,1161,0,16451,23881,12195,9667,1,0.3066,0.7175,20.03964961,0.323076923,73885,0.1127999973,0.8697000122,87615.47,4.190000057,0.02960000038,0.636903831118061,0.0012509773260359655,0.033620015637216574,0.05488663017982799,0.09147771696637999,0.00109460516028147,0.7354182955433933,0.019859265050820953,0.041594996090695856,133,1293
Montana Tech of the University of Montana,Montana,MT,4 Year,9656,7411,17067,22574,32230,2085,1,61200,112600,0.64,0.61,3,3,4,1,30,7,33,0,0,0,0,0,0,0,0,0.898368883,1172,0,11566,6516,9012,8151,0.7073,0.2586,0.5742,24.21130221,0.337301587,38398,0.06670000076,0.97309997559999994,44236.75,10.44999981,0.04119999886,0.3247002398081535,0.016786570743405275,0.009592326139088728,0.011031175059952039,0.01630695443645084,0,0.7755395683453238,4.7961630695443646e-4,0.06378896882494005,222,113
Montclair State University,New Jersey,NJ,4 Year,15564,12790,28354,20578,36142,20022,14,50800,95400,0.42,0.09,3,3,4,1,34,2,21,0,0,0,0,1,0,0,0,0.906104542,1110,0,9509,9572,9057,11084,0.3421,0.4391,0.6763,21.2335361,0.412447257,40178,0.1046000004,0.7648999786,79914.29,6.480000019,0.03630000114,0.6320047947258016,6.492857856358007e-4,0.05069423634002597,0.097193087603636,0.22210568374787734,0.0018979122964738787,0.48107082209569474,0.03181500349615423,0.08700429527519728,552,8096
Morehouse College,Georgia,GA,4 Year,13438,27574,41012,27574,41012,2109,4,55700,98700,0.58,0.26,3,3,3,2,13,5,11,1,0,0,0,0,0,1,0,0.651840085,1150,0,20097,23759,17804,6184,0.5117,0.4633,0.5153,19.71910112,0.197169811,39421,0.09520000458,0.8652999878,61675.05,11.94999981,0.04760000229,4.74158368895211e-4,4.74158368895211e-4,4.74158368895211e-4,0.9426268373636795,0.006164058795637743,0,4.74158368895211e-4,0.001896633475580844,0.016595542911332386,66,2007
Mount Carmel College of Nursing,Ohio,OH,4 Year,5000,13907,18907,13907,18907,1084,8,56600,99700,0.78,0,3,3,4,2,39,3,11,0,0,0,0,0,0,0,0,0.522058824,1020,0,16196,18025,10782,8312,0.8,0.322,0.8024,24.50812065,0.39408867,57843,0.08659999847,0.9543000031,68565.22,6.269999981,0.02579999924,0.9040590405904059,0.0036900369003690036,0.013837638376383764,0.05904059040590406,0.01845018450184502,0.0018450184501845018,0.8671586715867159,0.02214022140221402,0.013837638376383764,0,129
Mount Marty College,South Dakota,SD,4 Year,7986,27276,35262,27276,35262,1236,8,41400,76500,0.67,0.05,3,3,4,2,46,4,33,0,0,0,0,0,0,0,0,0.673728814,1098,0,18325,10878,7334,7167,0.4272,0.2178,0.566,22.53745928,0.320284698,57420,0.05570000172,0.9765000153,49528.49,7.340000153,0.024400000569999997,0.5881877022653722,0.023462783171521034,0.010517799352750809,0.02750809061488673,0.05177993527508091,0.0040453074433656954,0.8810679611650486,0,0.0016181229773462784,0,145
Muhlenberg College,Pennsylvania,PA,4 Year,11765,52595,64360,52595,64360,2440,17,53400,101900,0.43,0.2,3,3,3,2,42,2,12,0,0,0,0,0,0,0,0,0.677513356,1306,0,13609,22372,17072,8745,0.5594,0.1896,0.8162,20.90846995,0.157670455,105406,0.14869999890000002,0.8812000274999999,89504.61,4.25,0.02640000105,0.5971311475409836,0.001639344262295082,0.02622950819672131,0.030327868852459017,0.06352459016393443,0,0.7536885245901639,0.014754098360655738,0.09836065573770492,28,333
Murray State University,Kentucky,KY,4 Year,9190,9084,18274,24540,33730,11207,12,44800,79900,0.56,0.09,3,3,4,1,21,5,33,0,0,0,0,0,0,0,0,0.851596675,1156,0,8643,7162,8858,7002,0.8731,0.3137,0.546,22.32071197,0.3395574,46064,0.06840000153,0.9748000336,48948.11,10.09000015,0.03650000095,0.5863299723387169,0.0019630588025341305,0.008833764611403587,0.06924243776211296,0.017489069331667707,5.353796734183992e-4,0.7974480235567056,0.015258320692424377,0.01561524047470331,825,1270
Nebraska Wesleyan University,Nebraska,NE,4 Year,9622,34202,43824,34202,43824,2083,12,45700,80500,0.6,0.08,3,3,4,2,31,4,11,0,0,0,0,0,0,0,0,0.818109294,1246,0,19347,12513,7272,6951,0.5865,0.2786,0.6431,22.49446903,0.262295082,69291,0.07860000134,0.9612000275,59199.51,5.690000057,0.02119999886,0.6380220835333653,0.0028804608737397984,0.018242918867018725,0.028804608737397985,0.044167066730676906,9.601536245799327e-4,0.8170907345175228,0.014402304368698993,0.052808449351896304,43,228
New College of Florida,Florida,FL,4 Year,9264,6919,16183,29944,39208,834,20,47300,86500,0.4,0.04,3,3,4,1,12,5,13,0,0,0,0,0,0,0,0,0.741818182,1236,0,6433,857,27426,8455,0.8346,0.2972,0.6512,20.11525424,0.209386282,44268,0.1118000031,0.8605999756,65255.68,7.3800001139999996,0.02890000105,0.592326139088729,0.001199040767386091,0.023980815347721823,0.026378896882494004,0.15227817745803357,0,0.7074340527577938,0.045563549160671464,0.025179856115107913,15,208
New England Institute of Technology,Rhode Island,RI,4 Year,13065,29940,43005,29940,43005,2922,7,51700,93200,0.44,0.14,2,2,4,2,44,1,21,0,0,0,0,0,0,0,0,0.684645287,1053,0,30378,16809,12954,6835,1,0.4677,0.4834,24.74651811,0.414113278,30450,0.08819999695,0.8773999786000001,64106.73,8.140000343,0.033900001049999996,0.3220396988364134,0.006502395619438741,0.017453798767967144,0.04551676933607118,0.09685147159479808,6.844626967830253e-4,0.6772758384668036,0.009924709103353867,0.10917180013689254,107,517
New Jersey City University,New Jersey,NJ,4 Year,12738,12051,24789,21573,34311,8136,24,48700,87600,0.55,0.09,3,3,4,1,34,2,11,0,0,0,0,1,0,0,0,0.906552095,1015,0,12780,8517,9432,11468,1,0.5761,0.3756,24.42670576,0.530394122,23397,0.07829999924,0.6504000092,58259.31,12.72000027,0.05300000191,0.6339724680432645,0.002335299901671583,0.08112094395280237,0.19960668633235004,0.3223942969518191,0,0.28490658800393315,0.012045231071779744,0.08001474926253688,143,5024
New Jersey Institute of Technology,New Jersey,NJ,4 Year,13600,17338,30938,32750,46350,10646,3,64600,121300,0.51,0.75,3,3,4,1,34,2,11,0,0,0,1,0,0,0,0,0.691397478,1314,0,11267,13704,14167,12837,0.5678,0.3682,0.7189,22.10781303,0.344036697,38563,0.1022000027,0.7381999969,75892.84,7.800000191,0.04019999981,0.25032876197632914,5.635919594213789e-4,0.1785647191433402,0.08444486191996994,0.16428705617133196,2.8179597971068947e-4,0.2755964681570543,0.025079842194251363,0.1018222806687958,1803,4825
New Mexico Institute of Mining and Technology,New Mexico,NM,4 Year,8510,7770,16280,22268,30778,2127,1,64700,120400,0.61,0.91,3,3,4,1,35,6,33,0,0,0,0,1,0,0,0,0.967196819,1233,0,7434,6489,11883,9083,0.7861,0.3303,0.5472,21.17362637,0.262910798,39182,0.1002000046,0.9108999634,52104.89,13.43999958,0.04050000191,0.3215796897038082,0.02538787023977433,0.03149976492712741,0.021626704278326282,0.2454160789844852,9.402914903620122e-4,0.5599435825105783,0.03338034790785143,0.010813352139163141,151,762
New York University,New York,NY,4 Year,18156,51828,69984,51828,69984,49274,13,63100,117700,0.42,0.18,3,3,4,2,36,2,11,0,0,0,0,0,0,0,0,0.129610436,1507,0,23852,40112,33470,16088,0.9946,0.1838,0.8732,20.59637046,0.214884345,51965.5,0.1544999981,0.7872000122,82106.43,7.400000095,0.03289999962,0.5510614116978528,0.0019076998011121483,0.14843528026951333,0.048179567317449365,0.0865973941632504,9.132605430856029e-4,0.3516256037666924,0.025327759061574057,0.10372610301578926,11495,15342
Newberry College,South Carolina,SC,4 Year,10666,26424,37090,26424,37090,1093,19,41200,74700,0.54,0.14,3,3,3,2,45,5,32,0,0,0,0,0,0,0,0,0.574074074,1027,0,15442,11842,7224,6696,1,0.4697,0.5278,20.33594977,0.313131313,43889,0.07409999847,0.9463999939,57421.47,9.640000343,0.03410000086,0.4739249771271729,0.0036596523330283625,0.006404391582799634,0.25892040256175664,0.04391582799634035,9.149130832570906e-4,0.595608417200366,0.0292772186642269,0.023787740164684355,41,375
Newman University,Kansas,KS,4 Year,8326,30724,39050,30724,39050,3687,6,48000,88500,0.66,0.11,3,3,4,2,20,4,11,0,0,0,0,0,0,0,0,0.716546763,1085,0,15229,10536,5523,6302,0.9195,0.21560000000000001,0.5493,24.78198198,0.394,42909,0.07610000134,0.9269999695,62008.99,6.949999809,0.03039999962,0.6525630593978845,0.012205044751830757,0.04882017900732303,0.03797125033902902,0.09818280444806075,0.001898562516951451,0.7428803905614321,0.025223759153783564,0.010035259018171955,84,827
Nicholls State University,Louisiana,LA,4 Year,9938,7982,17920,9075,19013,6292,14,44500,84300,0.53,0.05,3,3,4,1,22,5,13,0,0,0,0,0,0,0,0,0.971850485,1135,0,11257,6255,5769,6558,1,0.3627,0.4788,21.64323662,0.458371041,36747,0.046399998660000004,0.9694000244000001,49304.74,15.11999989,0.039400000569999996,0.6311188811188811,0.01859504132231405,0.01112523839796567,0.19739351557533374,0.03130959949141767,6.357279084551812e-4,0.6710108073744437,0.027972027972027972,0.019071837253655435,144,1806
North Carolina State University,North Carolina,NC,4 Year,11078,9101,20179,28444,39522,33989,4,57300,106500,0.52,0.47,3,3,4,1,37,5,11,0,0,0,0,0,0,0,0,0.47484696,1361,0,6974,10371,15880,11053,0.8764,0.1919,0.8413,20.85406112,0.192916738,64900,0.09579999923999999,0.9272000122,64180.75,7.360000134,0.030499999519999998,0.4426137868133808,0.0037659242696166406,0.04939833475536203,0.06507987878431257,0.04095442643208097,7.943746506222601e-4,0.6740416016946659,0.028273853305481184,0.028156168172055664,3723,6399
North Carolina Wesleyan College,North Carolina,NC,4 Year,10800,31000,41800,31000,41800,1872,21,45300,78800,0.62,0.08,3,3,4,2,37,5,13,0,1,0,0,0,0,0,0,0.28018018,984,0,17925,10778,5444,6144,0.3186,0.5128,0.3582,28.49009247,0.467706013,24995,0.07170000076,0.9318000031,57249.1,10.15999985,0.03539999962,0.5817307692307693,0.009615384615384616,0.005876068376068376,0.4780982905982906,0.0202991452991453,0,0.30074786324786323,0.017094017094017096,0.12767094017094016,76,994
North Central College,Illinois,IL,4 Year,11019,38880,49899,38880,49899,3043,19,50400,92900,0.45,0.09,3,3,4,2,17,3,12,0,0,0,0,0,0,0,0,0.684025489,1156,0,20268,16961,10017,8591,0.5357,0.2525,0.6545,20.47348485,0.265966047,77267,0.1139000034,0.8920999908,86906.76,3.579999924,0.02680000067,0.5507722642129478,9.85869208018403e-4,0.021689122576404863,0.038777522182057184,0.09069996713769307,6.572461386789353e-4,0.7315149523496549,0.025961222477817944,0.07131120604666448,56,544
North Dakota State University,North Dakota,ND,4 Year,8565,9294,17859,13273,21838,14747,1,54200,98600,0.56,0.27,3,3,4,1,38,4,12,0,0,0,0,0,0,0,0,0.954562201,1151,0,12762,10452,10490,9434,0.9762,0.1883,0.6362,20.68896034,0.172780797,80195,0.059299998279999995,0.9716000366,55831.54,6.590000153,0.02859999895,0.46016138875703533,0.007391333830609616,0.0149182884654506,0.024479555163762122,0.016613548518342715,8.137248253882145e-4,0.805451956330101,0.017630704550077984,0.04088967247575778,1059,1207
Northeastern State University,Oklahoma,OK,4 Year,7638,6650,14288,14720,22358,8310,16,44500,77600,0.58,0.07,3,3,4,1,40,6,33,0,0,0,0,0,1,0,0,0.994572592,1048,0,7830,6496,9652,7248,0.7245,0.4399,0.3709,24.97913517,0.418079096,30816,0.0621999979,0.9673999786,45641.51,12.48999977,0.03569999933,0.622864019253911,0.21107099879663058,0.02009626955475331,0.04332129963898917,0.04067388688327316,0.0010830324909747292,0.5096269554753309,0.13694344163658242,0.02250300842358604,122,3766
Northeastern University,Massachusetts,MA,4 Year,16880,51387,68267,51387,68267,19798,16,62500,109700,0.46,0.4,3,3,4,2,25,1,11,0,0,0,0,0,0,0,0,0.183788741,1500,0,12947,41791,17088,13642,0.6977,0.1116,0.9019,21.60087719,0.185158151,80224.5,0.1460000038,0.8652999878,80190.89,5.690000057,0.02859999895,0.4931811294070108,5.051015254066068e-4,0.08854429740377816,0.03151833518537226,0.05571269825234872,3.535710677846247e-4,0.44590362662895244,0.030154561066774423,0.07137084553995353,5463,4094
Northern Kentucky University,Kentucky,KY,4 Year,10022,10032,20054,19680,29702,15090,6,49000,87400,0.46,0.12,3,3,4,1,21,5,21,0,0,0,0,0,0,0,0,0.802923007,1146,0,1756,10010,8548,8016,0.9748,0.2558,0.4723,22.24568966,0.381318681,48195,0.07480000019000001,0.9744999695,63568.77,6.909999847,0.02650000095,0.5601060304837641,0.003644797879390325,0.011000662690523525,0.06600397614314116,0.025115970841616965,0.0011265738899933731,0.8317428760768721,0.016699801192842943,0.013585155732273028,469,1865
Northern State University,South Dakota,SD,4 Year,8029,8498,16527,11471,19500,3531,7,42300,77700,0.56,0.07,3,3,4,1,46,4,33,0,0,0,0,0,0,0,0,0.798209927,1086,0,13860,5375,9854,7502,0.9688,0.1354,0.4627,21.59466667,0.306916427,52170,0.05190000057,0.9756999969,48289.97,9.069999695,0.025899999139999998,0.6080430472953837,0.01557632398753894,0.008779382611158312,0.013877088643443784,0.022373265363919568,0.0016992353440951572,0.858397054658737,0.014726706315491363,0.013027470971396206,182,272
Northwest Christian University,Oregon,OR,4 Year,9300,30050,39350,30050,39350,705,17,45200,81100,0.62,0.05,3,3,4,2,41,8,12,0,0,0,0,0,0,0,0,0.679824561,1056,0,17059,10241,5003,5754,1,0.3643,0.559,27.91525424,0.347692308,45289.5,0.07449999809,0.9361000061,52696.79,8.909999847,0.04340000153,0.6425531914893617,0.02553191489361702,0.02127659574468085,0.02269503546099291,0.08085106382978724,0.00425531914893617,0.7957446808510639,0.03404255319148936,0.015602836879432624,0,133
Northwest Missouri State University,Missouri,MO,4 Year,10016,9805,19821,16457,26473,6720,13,46900,85100,0.5,0.26,3,3,4,1,29,4,33,0,0,0,0,0,0,0,0,0.855803381,1104,0,10368,7246,7489,7520,0.7716,0.2997,0.5322,20.25807738,0.308085106,56470,0.06659999847,0.9758000183,55791.06,6.9600000380000004,0.027699999809999997,0.5349702380952381,0.002976190476190476,0.005803571428571429,0.0556547619047619,0.027083333333333334,0.0011904761904761906,0.7412202380952381,0.024851190476190475,0.035863095238095236,708,790
Northwest Nazarene University,Idaho,ID,4 Year,7400,29300,36700,29300,36700,2249,6,46200,80600,0.68,0.07,3,3,4,2,16,7,22,0,0,0,0,0,0,0,0,0.881463243,1112,0,19876,10115,5741,6600,0.9828,0.3141,0.6243,24.60400616,0.338842975,51227,0.06809999943,0.9158999634,59470.41,7.389999866,0.03859999895,0.5838150289017341,0.006224988883948421,0.01200533570475767,0.0164517563361494,0.07781236104935527,0.004001778568252557,0.7799021787461093,0.01956425077812361,0.06047132058692752,53,306
Northwestern Oklahoma State University,Oklahoma,OK,4 Year,4780,7036,11816,14153,18933,2166,18,42200,76800,0.55,0.11,3,3,4,1,40,6,33,0,0,0,0,0,0,0,0,0.593023256,1028,0,7865,6078,7778,6609,0.6224,0.414,0.28,23.6521265,0.430952381,39030,0.0578000021,0.9615000153,45171.33,10.5,0.030099999899999997,0.5844875346260388,0.06325023084025855,0.006925207756232687,0.06278855032317636,0.06925207756232687,0.0046168051708217915,0.6500461680517082,0.0050784856879039705,0.07710064635272391,132,459
Northwestern State University,Louisiana,LA,4 Year,8884,8580,17464,19368,28252,9002,20,44300,79300,0.62,0.06,3,3,4,1,22,5,33,0,0,0,0,0,0,0,0,0.962814339,1015,0,13669,7156,5854,6720,0.6046,0.379,0.4574,24.25006283,0.424301676,30223,0.05610000134,0.9669000244,43125.41,16.52000046,0.04420000076,0.6909575649855587,0.015996445234392358,0.007776049766718507,0.26471895134414575,0.04643412574983337,9.997778271495224e-4,0.5929793379249055,0.03299266829593424,0.0282159520106643,89,3321
Northwestern University,Illinois,IL,4 Year,16626,54567,71193,54567,71193,21554,2,63400,115400,0.46,0.2,3,3,4,2,17,3,13,0,0,0,0,0,0,0,0,0.069716181,1529,0,7266,31160,37609,18123,0.8198,0.1869,0.9509,20.45249406,0.151571165,58835.5,0.16020000459999997,0.8476000214,81811.63,6,0.030499999519999998,0.4690080727475179,0.0010206922149021064,0.13292196344066068,0.04908601651665584,0.0771086573257864,5.567412081284216e-4,0.4822306764405679,0.032569360675512665,0.06968544121740744,3337,6321
Nova Southeastern University,Florida,FL,4 Year,13250,30900,44150,30900,44150,24148,14,50200,89800,0.6,0.09,3,3,4,2,12,5,21,0,0,0,1,1,0,0,0,0.925014895,1187,0,22630,29698,16296,10512,0.4097,0.3912,0.6135,24.43806922,0.373340143,31002,0.0881000042,0.7144999694999999,62876.89,9.199999809,0.03630000114,0.6972005963226768,0.001739274474076528,0.061744243829716744,0.22254431008779196,0.2546794765612059,5.383468610236872e-4,0.3288885207884711,0.01772403511677986,0.07201424548616862,969,13498
Oakland University,Michigan,MI,4 Year,10100,12606,22706,24230,34330,20519,9,51300,93300,0.49,0.19,3,3,4,1,26,3,21,0,0,0,0,0,0,0,0,0.920901832,1117,0,8699,12808,9383,9749,0.5283,0.3003,0.5626,21.9917328,0.324252609,45384.5,0.09319999695,0.9169999695,78696.54,5.739999771,0.03210000038,0.5812661435742482,0.0038500901603391977,0.04654222915346752,0.07802524489497539,0.02753545494419806,8.285004142502071e-4,0.7376577805935962,0.023977776694770702,0.049904966128953655,650,3709
Oberlin College,Ohio,OH,4 Year,16338,55054,71392,55054,71392,2978,13,53100,96800,0.47,0.21,3,3,4,2,39,3,31,0,0,0,0,0,0,0,0,0.343399075,1419,0,12835,23147,25911,8927,0.8924,0.091,0.8428,19.3584,0.088669951,111580,0.1690999985,0.875,76190.1,6.400000095,0.031900000569999996,0.5530557421087978,0.0010073875083948958,0.041638683680322364,0.051712558764271326,0.07219610476830088,6.71591672263264e-4,0.6954331766286098,0.056413700470114174,0.007723304231027535,218,666
Oglethorpe University,Georgia,GA,4 Year,13200,38100,51300,38100,51300,1094,6,52400,91400,0.5,0.12,3,3,3,2,13,5,21,0,0,0,0,0,0,0,0,0.812911726,1223,0,11121,13320,5779,7086,1,0.3512,0.5485,20.60493827,0.199240987,46649,0.1098999977,0.8812000274999999,73815.08,7.2899999619999996,0.03180000067,0.583180987202925,0.002742230347349177,0.03930530164533821,0.1846435100548446,0.10329067641681901,0,0.33638025594149906,0.026508226691042046,0.24680073126142596,66,390
Ohio Northern University,Ohio,OH,4 Year,11650,32260,43910,32260,43910,3695,6,54400,103900,0.49,0.22,3,3,4,2,39,3,31,0,0,0,0,0,0,0,0,0.68895293,1203,0,19685,17540,13913,8908,0.7875,0.2258,0.7597,20.040625,0.235675676,79216,0.07329999924,0.9684999847,63536.16,5.739999771,0.02690000057,0.5112313937753721,0.0010825439783491205,0.015155615696887685,0.030581867388362653,0.010825439783491205,8.119079837618403e-4,0.7780784844384303,0.028416779431664412,0.0722598105548038,232,321
Ohio University,Ohio,OH,4 Year,11830,12192,24022,21656,33486,29217,17,51400,93300,0.47,0.09,3,3,4,1,39,3,32,0,0,0,0,0,0,0,0,0.885519717,1200,0,14522,11626,10973,9297,0.7556,0.2166,0.6651,23.66374963,0.338695755,58609,0.08,0.9688999939,59563.35,7.820000172,0.031600000860000005,0.580655098059349,0.001471745901358798,0.012150460348427285,0.05092925351678817,0.02580689324708218,7.187596262449944e-4,0.7987473046514015,0.028100078721292398,0.018995790122189136,1843,3482
Ohio Wesleyan University,Ohio,OH,4 Year,12430,45760,58190,45760,58190,1734,9,51300,99200,0.46,0.21,3,3,3,2,39,3,21,0,0,0,0,0,0,0,0,0.740181269,1230,0,18975,12949,15294,8308,0.6,0.2784,0.655,19.60832138,0.215053763,65861,0.1334000015,0.9294000244,77246.29,5.320000172,0.02690000057,0.5346020761245674,5.767012687427913e-4,0.02306805074971165,0.06689734717416378,0.04152249134948097,0,0.723760092272203,0.04555940023068051,0.0265282583621684,125,308
Oklahoma Baptist University,Oklahoma,OK,4 Year,7350,28258,35608,28258,35608,1979,19,43900,76600,0.62,0.08,3,3,4,2,40,6,32,0,0,0,0,0,0,0,0,0.55743373,1111,0,17586,12801,7695,7028,0.5443,0.3358,0.5405,20.09667025,0.257369615,51701,0.08029999733,0.9465000152999999,59289.35,8.270000458,0.02970000029,0.5881758463870642,0.05406771096513391,0.008590197069226882,0.05962607377463365,0.022738756947953513,0.0025265285497726125,0.7023749368367862,0.08034360788276908,0.03233956543708944,74,451
Oklahoma Christian University,Oklahoma,OK,4 Year,8190,22760,30950,22760,30950,2475,7,49700,87900,0.57,0.41,3,3,4,2,40,6,11,0,0,0,0,0,0,0,0,0.965310207,1129,0,12849,12523,7413,6809,0.3878,0.2488,0.5811,20.19390582,0.178417266,74627,0.08479999542,0.9273000336,63431.55,7.46999979,0.03109999895,0.4618181818181818,0.019393939393939394,0.08202020202020202,0.12444444444444444,0.057373737373737375,4.0404040404040404e-4,0.6541414141414141,0.06181818181818182,4.0404040404040404e-4,0,855
Oklahoma City University,Oklahoma,OK,4 Year,8896,31026,39922,31026,39922,3035,7,47700,87900,0.58,0.09,3,3,4,2,40,6,11,0,0,0,0,0,0,0,0,0.792353823,1200,0,21590,17837,14586,7517,0.5778,0.2121,0.6764,24.11780822,0.267935578,65071.5,0.09430000305,0.925,59190.63,9.020000458,0.030099999899999997,0.585831960461285,0.028665568369028005,0.02438220757825371,0.053377265238879736,0.06688632619439869,3.2948929159802305e-4,0.5901153212520593,0.06589785831960461,0.006589785831960461,497,727
Oklahoma Wesleyan University,Oklahoma,OK,4 Year,8644,26956,35600,26956,35600,1345,15,43300,78700,0.58,0.01,3,3,4,2,40,6,32,0,0,0,0,0,0,0,0,0.539149888,1022,0,24398,14505,8329,5919,0.2991,0.2756,0.344,26.34566145,0.408256881,50830,0.07139999866,0.9604000092,51169.37,9.260000229,0.03039999962,0.6304832713754647,0.07211895910780669,0.0037174721189591076,0.0654275092936803,0.07137546468401487,0.0022304832713754648,0.6579925650557621,0.040892193308550186,0.02973977695167286,76,344
Old Dominion University,Virginia,VA,4 Year,11620,10872,22492,29772,41392,24932,14,50200,89900,0.52,0.19,3,3,4,1,51,5,12,0,0,0,0,0,0,0,0,0.962314147,1126,0,13756,7821,11212,9341,0.9545,0.3574,0.5065,23.6039982,0.332137112,38019.5,0.08949999808999999,0.9272000122,63797.48,7.599999905,0.03039999962,0.550216589122413,0.00356970961013958,0.03990855125942564,0.23985239852398524,0.06329215466067704,0.0039306914808278515,0.5229022942403337,0.052903898604203435,0.040750842291031604,820,10059
Oral Roberts University,Oklahoma,OK,4 Year,9450,27728,37178,27728,37178,3481,9,45900,85100,0.59,0.08,3,3,4,2,40,6,11,0,0,0,0,0,0,0,0,0.849850746,1123,0,19664,11309,6679,7616,0.4216,0.3612,0.5731,24.04563492,0.309352518,43800.5,0.085,0.9173999786,63453.08,7.809999943,0.03210000038,0.5619074978454467,0.032461936225222636,0.02298190175237001,0.1623096811261132,0.07842573972996265,0,0.4849181269750072,0.04424016087331226,0.09796035621947716,267,1185
Oregon Institute of Technology,Oregon,OR,4 Year,9058,9987,19045,28056,37114,4260,2,61200,106800,0.6,0.27,3,3,4,1,41,8,33,0,0,0,0,0,0,0,0,0.90616155,1193,0,10758,9092,9605,8499,0.9419,0.2307,0.5346,26.30440868,0.394656489,36182,0.07119999886,0.925,52974.7,9.4200000760000009,0.04679999828,0.4629107981220657,0.011502347417840376,0.054460093896713614,0.013615023474178404,0.08380281690140845,0.006338028169014085,0.7342723004694836,0.050234741784037557,0.03568075117370892,43,937
Oregon State University,Oregon,OR,4 Year,12855,11166,24021,30141,42996,28886,5,56200,104800,0.53,0.34,3,3,4,1,41,8,13,0,0,0,0,0,0,0,0,0.887745521,1231,0,13459,12585,11183,10714,0.7156,0.2281,0.6876,23.68423513,0.31369606,44450,0.1006000042,0.9055000305,60312.67,7.5,0.03930000067,0.4645849200304646,0.005954441598005954,0.06581042719656581,0.013674444367513675,0.07273419649657273,0.003392646957003393,0.6406217544831406,0.057224953264557225,0.02973758914352974,3202,6320
Pace University,New York,NY,4 Year,19200,45280,64480,45280,64480,12857,24,59800,107800,0.4,0.14,3,3,4,2,36,2,11,0,0,0,0,0,0,0,0,0.876225045,1219,0,24407,22070,11053,12510,1,0.2549,0.5881,20.70807285,0.294117647,55332,0.1227999973,0.7480000305,74848.68,9.609999657,0.03680000067,0.6053511705685619,0.00326670296336626,0.0853231702574473,0.10764564050711675,0.12335692618806876,8.555650618340204e-4,0.4678385315392393,0.029400326670296337,0.044644940499338884,1770,4498
Pacific Lutheran University,Washington,WA,4 Year,10790,42066,52856,42066,52856,3242,10,54500,98100,0.53,0.2,3,3,4,2,53,8,21,0,0,0,0,0,0,0,0,0.883850932,1247,0,15229,19645,9074,7951,0.6705,0.3243,0.7026,21.3989547,0.295813954,59189,0.08119999886000001,0.8955000305,65366.76,7.090000153,0.03930000067,0.6320172732880938,0.00863664404688464,0.06724244293645898,0.02930289944478717,0.07680444170265269,0.007402837754472548,0.6727328809376928,0.07186921653300432,0.016039481801357187,162,847
Pacific University,Oregon,OR,4 Year,12528,44298,56826,44298,56826,3640,8,50200,94000,0.66,0.08,3,3,4,2,41,8,21,0,0,0,1,0,0,0,0,0.910414828,1177,0,25315,25392,11503,8507,0.6577,0.2736,0.6738,21.54204661,0.285714286,64458,0.09100000381,0.8858000183,64591.02,7.300000191,0.03930000067,0.6337912087912088,0.006593406593406593,0.1392857142857143,0.015934065934065933,0.07912087912087912,0.015384615384615385,0.573076923076923,0.07335164835164835,0.05961538461538462,137,1200
Pfeiffer University,North Carolina,NC,4 Year,11226,30234,41460,30234,41460,1784,23,44200,78000,0.51,0.04,3,3,4,2,37,5,42,0,0,0,0,0,0,0,0,0.717602996,1070,0,18705,13036,10492,6995,0.9877,0.5468,0.3922,24.47676768,0.333333333,39008,0.0703000021,0.9302999878,62403.22,7.21999979,0.03019999981,0.6434977578475336,0.0033632286995515697,0.013452914798206279,0.257847533632287,0.03195067264573991,5.605381165919282e-4,0.5375560538116592,0.011210762331838564,0.09248878923766816,92,568
Pittsburg State University,Kansas,KS,4 Year,7778,7298,15076,18642,26420,7479,8,47100,84900,0.51,0.08,3,3,4,1,20,4,32,0,0,0,0,0,0,0,0,0.936371841,1070,0,10593,4857,6677,7427,0.6674,0.3254,0.5249,21.67353807,0.323223178,49467,0.07400000095,0.9706999969000001,50242.27,8.289999962,0.02819999933,0.5063511164594197,0.013905602353255784,0.007487632036368499,0.03650220617729643,0.041716807059767345,0.0013370771493515176,0.777109239203102,0.044524669073405534,0.0041449391629897045,548,1088
