"","name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","region","locale","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"65","University of California: Berkeley","California","CA","Public",2,16160,14184,30344,43176,59336,3696,7,70700,131800,49,36,"University of California-Berkeley","3",0,"3",4,1,6,"8","12","0","0","0",1,"1","0","0","0","0",0.144404172,1180,1,10073,21095,21463,18770,0.6688,0.272,0.9258,21.50653739,0.345800525,31227,12.71000004,0.345800525,77601.85,8.56000042,3.690000057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Marquette University","Wisconsin","WI","Private",2,12720,41870,54590,41870,54590,11745,2,57800,105900,52,25,"Marquette University","3",0,"3",4,2,55,"3","11","0","0","0",1,"0","0","0","0","0",0.862569146,1292,1,16769,23610,12956,10147,0.5632,0.1887,0.8249,19.58456348,0.193462898,96300,10.69999981,0.193462898,75591.25,5.170000076,2.890000105,6167,29,527,463,950,11,8355,329,477,604,2309
"67","West Virginia University at Parkersburg","West Virginia","WV","Public",1,10480,6330,6330,10920,10920,2985,18,36700,65200,67,3,"West Virginia University at Parkersburg","2",0,"2",3,1,54,"5","23","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,8298,4645,5547,6099,1,0.2492,0.3813,25.2148318,0.449031171,25133.5,4.789999962,0.449031171,43946.25,11.90999985,3.829999924,1855,1,16,45,10,2,2715,78,118,0,152
"68","Emory University","Georgia","GA","Private",2,14456,51306,65762,51306,65762,14769,2,62000,110800,44,20,"Emory University","3",0,"3",4,2,13,"5","11","0","0","0",1,"0","0","0","0","0",0.156022816,1480,1,10151,25445,49768,14938,0.7301,0.196,0.9016,20.60010621,0.163870246,56041,14.40999985,0.163870246,80509.92,6.059999943,2.910000086,8349,26,2281,1474,874,8,6635,338,776,2357,5001
"69","University of Central Florida","Florida","FL","Public",2,9617,6368,15985,22467,32084,60767,16,49700,88600,50,16,"University of Central Florida","3",0,"3",4,1,12,"5","21","0","0","0",1,"0","1","0","0","0",0.363731121,1271,1,6178,4748,7158,10981,0.9769,0.3466,0.7447,23.06468617,0.352640047,31400,8.609999657,0.352640047,62518.63,7.170000076,2.980000019,33482,120,3343,6400,13108,129,33293,1841,1018,1515,24941
"70","Missouri State University","Missouri","MO","Public",2,8755,7452,16207,15342,24097,21816,11,45900,86800,50,9,"Missouri State University-Springfield","3",0,"3",4,1,29,"4","12","0","0","0",1,"0","0","0","0","0",0.93851532,1146,1,12579,7468,7208,8018,0.6661,0.2312,0.5868,21.90499195,0.322557676,48636.5,7.380000114,0.322557676,56273.4,7.639999866,3.039999962,12732,133,308,820,692,28,17456,613,404,1362,2594
"71","University of Montevallo","Alabama","AL","Public",2,9330,12760,22090,25780,35110,3070,22,38900,70700,49,7,"University of Montevallo","3",0,"3",4,1,1,"5","21","0","0","0",1,"0","0","0","0","0",0.900865266,1131,1,14625,9324,12702,7518,0.6414,0.395,0.5296,21.02364532,0.325237592,43813,7.920000076,0.325237592,59047.15,9.340000153,2.950000048,2068,18,19,434,93,0,2228,68,171,39,632
"72","University of South Carolina: Aiken","South Carolina","SC","Public",2,7766,10760,18526,21218,28984,3696,18,41600,75100,58,10,"University of South Carolina Aiken","3",0,"3",4,1,45,"5","21","0","0","0",1,"0","0","0","0","0",0.835176991,1051,1,9142,6769,8347,7432,0.6395,0.3738,0.4197,21.88755981,0.327096774,38483.5,6.510000229,0.327096774,53123.12,11.51000023,3.660000086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Indiana University Bloomington","Indiana","IN","Public",2,10465,10681,21146,35456,45921,3696,9,53600,97100,47,16,"Indiana University-Bloomington","3",0,"3",4,1,18,"3","13","0","0","0",1,"0","0","0","0","0",0.850423674,1298,1,6193,19186,15417,10946,0.8592,0.1803,0.8032,19.98505132,0.221149372,75001,11.53999996,0.221149372,70094.49,5.5,2.769999981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Mississippi Valley State University","Mississippi","MS","Public",2,8043,6570,14613,6570,14613,2222,14,32500,61900,70,11,"Mississippi Valley State University","3",0,"3",4,1,28,"5","33","1","0","0",1,"0","0","0","0","0",0.786053883,900,1,10014,2424,8821,5961,0.7097,0.6511,0.2725,21.69733448,0.426262626,16762,5.099999905,0.426262626,34674.56,25.21999931,6.880000114,1315,1,13,2033,25,0,70,0,80,0,2072
"75","Asbury University","Kentucky","KY","Private",2,7160,30198,37358,30198,37358,1879,20,39400,70800,59,4,"Asbury University","3",0,"3",4,2,21,"5","31","0","0","0",1,"0","0","0","0","0",0.774422735,1180,1,20899,13581,10342,6601,0.4301,0.3079,0.6417,23.25587829,0.236231884,55322,9.340000153,0.236231884,61842.48,6.909999847,2.829999924,1142,4,14,92,40,5,1509,99,86,30,254
"76","Rutgers, The State University of New Jersey: Camden Campus","New Jersey","NJ","Public",2,12336,14835,27171,30613,42949,3696,17,51100,93900,50,9,"Rutgers University-Camden","3",0,"3",4,1,34,"2","13","0","0","0",1,"1","0","0","0","0",0.718203365,1332,1,8709,14576,13455,12586,0.4612,0.474,0.6797,21.83594444,0.345829486,43359.5,11.73999977,0.345829486,82669.68,6.019999981,3.529999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Florida Atlantic University","Florida","FL","Public",2,11896,6039,17935,21595,33491,30297,11,49400,91200,51,15,"Florida Atlantic University","3",0,"3",4,1,12,"5","13","0","0","0",1,"0","1","0","0","0",0.780062033,1119,1,4769,5808,8329,9848,0.6955,0.3638,0.5567,23.28665146,0.387772831,28064.5,8.859999657,0.387772831,63066.25,8.210000038,3.24000001,17277,57,1318,5678,7255,36,14031,924,260,738,15268
"78","Embry-Riddle Aeronautical University: Prescott Campus","Arizona","AZ","Private",2,11394,35654,47048,35654,47048,3696,1,65600,117900,59,43,"Embry-Riddle Aeronautical University-Prescott","3",0,"3",4,2,4,"6","41","0","0","0",1,"0","0","0","0","0",0.724281285,1240,1,32977,30059,14446,9290,0.7611,0.1901,0.6491,25.38523146,0.355459272,38662,9.149999619,0.355459272,66671.2,7.300000191,3.200000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Bradley University","Illinois","IL","Private",2,10620,33760,44380,33760,44380,5300,6,55600,104900,46,38,"Bradley University","3",0,"3",4,2,17,"3","12","0","0","0",1,"0","0","0","0","0",0.758630923,1205,1,17609,17848,13730,9123,0.5695,0.2779,0.7563,20.05574713,0.236043689,79479,9.699999809,0.236043689,74072.54,5.179999828,2.960000038,2673,10,144,245,282,5,3507,69,651,387,755
"80","Goucher College","Maryland","MD","Private",2,14506,44300,58806,44300,58806,2120,17,49400,90600,42,11,"Goucher College","3",0,"3",4,2,24,"2","13","0","0","0",1,"0","0","0","0","0",0.823421439,1251,1,11564,18561,13455,7705,0.3782,0.3259,0.6235,20.95512821,0.175972927,71417,17.35000038,0.175972927,82700.4,5.369999886,2.829999924,1502,5,55,218,137,1,1220,62,397,25,478
"81","Lafayette College","Pennsylvania","PA","Private",2,15640,52880,68520,52880,68520,2503,6,66500,122500,37,47,"Lafayette College","3",0,"3",3,2,42,"2","21","0","0","0",1,"0","0","0","0","0",0.407407407,1396,1,22393,31732,21151,11981,0.8431,0.111,0.8898,19.32403434,0.148401827,111341,14.43000031,0.148401827,85923.51,5.199999809,2.940000057,1173,3,81,118,166,1,1708,53,177,196,422
"82","Bates College","Maine","ME","Private",2,15224,53794,69018,53794,69018,1773,3,59500,111900,50,23,"Bates College","3",0,"3",3,2,23,"1","13","0","0","0",1,"0","0","0","0","0",0.173111081,1180,1,5031,50431,20905,11113,0.9107,0.0938,0.9205,19.42140468,0.150877193,86734,16.36000061,0.150877193,77753.31,5.800000191,3.059999943,894,4,82,85,120,0,1274,72,14,122,363
"83","Pacific Northwest College of Art","Oregon","OR","Private",2,12860,38250,51110,38250,51110,519,15,46300,85000,52,0,"Pacific Northwest College of Art","3",0,"3",4,2,41,"8","11","0","0","0",1,"0","0","0","0","0",0.975274725,1180,1,33763,21887,12136,6773,0.2143,0.3978,0.3916,21.95721925,0.179640719,47348,12.64000034,0.179640719,63108.93,7.269999981,4.119999886,357,7,12,5,27,1,373,62,19,13,114
"84","Saint Cloud State University","Minnesota","MN","Public",2,8900,8912,17812,17146,26046,3696,11,51600,91600,50,15,"Saint Cloud State University","3",0,"3",4,1,27,"4","13","0","0","0",1,"0","0","0","0","0",0.943235572,1085,1,11093,6096,9690,9937,0.6337,0.2391,0.4605,21.92901619,0.267662399,51641,6.619999886,0.267662399,66422.48,4.599999905,2.720000029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Wofford College","South Carolina","SC","Private",2,12685,43845,56530,43845,56530,1658,4,51300,96600,51,28,"Wofford College","3",0,"3",3,2,45,"5","13","0","0","0",1,"0","0","0","0","0",0.524477132,1310,1,20371,20078,12226,8563,0.8324,0.1757,0.8039,19.48879837,0.296914538213626,92257,9.800000191,0.296914538213626,61134.14,7.96999979,3.170000076,852,3,47,125,54,3,1326,53,8,39,285
"86","University of Mobile","Alabama","AL","Private",2,9600,22820,32420,22820,32420,1600,19,40600,74100,77,7,"University of Mobile","3",0,"3",4,2,1,"5","41","0","0","0",1,"0","0","0","0","0",0.640924464,1180,1,14829,9788,6500,5411,1,0.2869,0.5018,23.91798942,0.324285714,39700,6.710000038,0.324285714,51833.34,12.48999977,3.940000057,1062,26,10,380,23,0,1001,34,73,53,473
"87","Yale University","Connecticut","CT","Private",2,16000,53430,69430,53430,69430,12336,1,70300,138300,53,22,"Yale University","3",0,"3",4,2,9,"1","12","0","0","0",1,"0","0","0","0","0",0.05311177,1526,1,4089,17601,67077,20028,0.7381,0.2141,0.9665,19.53214774,0.25,44004,16.25,0.25,75345.96,7.769999981,3.529999971,6041,49,1581,675,939,5,5906,547,241,2393,3796
"88","Multnomah University","Oregon","OR","Private",2,8870,25900,34770,25900,34770,753,22,40500,76400,82,0,"Multnomah University","3",0,"3",4,2,41,"8","11","0","0","0",1,"0","0","0","0","0",0.59375,1180,1,27922,15471,5339,5357,0.3,0.4107,0.53,24.0893617,0.337899543,36008,8.369999886,0.337899543,65799,6.769999981,3.900000095,332,6,9,28,46,4,599,30,26,5,123
"89","Claremont McKenna College","California","CA","Private",2,16705,54405,71110,54405,71110,1324,9,68500,125400,43,16,"Claremont McKenna College","3",0,"3",4,2,6,"8","21","0","0","0",1,"0","0","0","0","0",0.112393466,1487,1,4420,34221,30917,14789,0.9326,0.1973,0.925,19.49765258,0.296914538213626,71150,15.13000011,0.296914538213626,82855.72,7.210000038,3.279999971,630,1,142,54,154,1,559,101,87,225,453
"90","University of Maine at Presque Isle","Maine","ME","Public",2,8406,8035,16441,12235,20641,1138,14,39000,70700,58,6,"University of Maine at Presque Isle","3",0,"3",3,1,23,"1","41","0","0","0",1,"0","0","0","0","0",0.99875,1180,1,7389,4348,7682,7532,0.4487,0.2873,0.3333,22.16326531,0.367117117,33445.5,4.760000229,0.367117117,42576.12,9.729999542,3.769999981,731,28,4,12,13,0,850,28,133,70,85
"91","Columbia University","New York","NY","Private",2,14016,59985,74001,59985,74001,27589,10,71400,126800,45,30,"Columbia University in the City of New York","3",0,"3",4,2,36,"2","11","0","0","0",1,"0","0","0","0","0",0.041302569,1528,1,-4550,39652,103877,19986,0.4533,0.2332,0.9708,23.27515152,0.250490517,31310.5,16.39999962,0.250490517,76971.15,8.779999733,3.670000076,13993,69,3474,1411,2188,27,9585,734,1781,8320,7903
"92","William Paterson University of New Jersey","New Jersey","NJ","Public",2,11445,13060,24505,21260,32705,11048,21,50500,90200,44,7,"William Paterson University of New Jersey","3",0,"3",4,1,34,"2","21","0","0","0",1,"0","1","0","0","0",0.832624577,1180,1,15416,10090,11932,11844,0.9865,0.3853,0.5576,22.25230162,0.439440204,35457.5,9.699999809,0.439440204,80256.1,6.590000153,3.660000086,6357,11,704,1483,2740,25,5220,250,505,110,5213
"93","University of Florida","Florida","FL","Public",2,10120,6381,16501,28658,38778,49459,4,55800,102800,52,29,"University of Florida","3",0,"3",4,1,12,"5","12","0","0","0",1,"0","0","0","0","0",0.313216167,1385,1,397,8246,15912,12317,0.8759,0.2344,0.8979,21.40105286,0.307665825,39127,11.09000015,0.307665825,60120.16,8.729999542,3.269999981,26820,137,3501,3151,8127,240,27317,1108,1583,4295,16264
"94","Jacksonville University","Florida","FL","Private",2,14080,36670,50750,36670,50750,4085,12,50100,90400,66,5,"Jacksonville University","3",0,"3",4,2,12,"5","11","0","0","0",1,"0","0","0","0","0",0.776166062,1135,1,20462,15498,9278,7825,0.624,0.3172,0.4948,26.625,0.356017192,46900,8.579999924,0.356017192,63671.93,7.670000076,3.119999886,2714,14,70,607,277,8,2057,113,807,132,1089
"95","University of Texas at Dallas","Texas","TX","Public",2,11532,13034,24566,36876,48408,23095,14,57100,100900,42,44,"The University of Texas at Dallas","3",0,"3",4,1,48,"6","12","0","0","0",1,"0","0","0","0","0",0.872120183,1180,1,11860,10573,10270,13413,0.7496,0.3186,0.7046,22.7216884,0.313957935,36564,11.06000042,0.313957935,79361.13,6.309999943,2.859999895,9991,42,4605,1199,2956,29,7674,713,425,5452,9544
"96","Coastal Carolina University","South Carolina","SC","Public",2,9190,11536,20726,26648,35838,9976,13,44700,77600,48,14,"Coastal Carolina University","3",0,"3",4,1,45,"5","13","0","0","0",1,"0","0","0","0","0",0.791357147,1118,1,11393,13482,8596,8167,1,0.3139,0.4856,20.58009241,0.26561862,55785.5,8.880000114,0.26561862,64299.08,7.449999809,3.069999933,5495,40,77,1904,348,13,6998,405,53,138,2787
"97","University of Maine at Augusta","Maine","ME","Public",2,10480,7988,7988,17918,17918,4664,12,41600,73100,61,7,"University of Maine at Augusta","3",0,"3",3,1,23,"1","32","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,8678,5823,8365,7380,0.4163,0.369,0.1769,29.10779697,0.508600917,23539,7.159999847,0.508600917,48750.5,8.850000381,3.200000048,3365,86,22,46,69,4,3752,98,565,22,325
"98","Swarthmore College","Pennsylvania","PA","Private",2,15474,52588,68062,52588,68062,1542,4,67500,123200,44,45,"Swarthmore College","3",0,"3",3,2,42,"2","21","0","0","0",1,"0","0","0","0","0",0.077851214,1504,1,11261,27705,38762,13211,0.917,0.2238,0.9569,19.33453237,0.268774704,48016,15.59000015,0.268774704,78121.47,6.980000019,3.150000095,785,2,252,90,206,1,646,120,72,153,671
"99","Arkansas Tech University","Arkansas","AR","Public",2,7870,9068,16938,15848,23718,12002,13,45000,76900,54,7,"Arkansas Tech University","3",0,"3",4,1,5,"5","33","0","0","0",1,"0","0","0","0","0",0.943711804,1180,1,10921,4691,5223,6845,0.9914,0.3553,0.4501,23.04162127,0.457478006,32169,4.940000057,0.457478006,43602.11,11.60999966,3.450000048,6689,121,154,919,728,8,9314,309,0,449,2239
"100","Hamilton College","New York","NY","Private",2,13870,54620,68490,54620,68490,3696,23,62600,108100,45,25,"Hamilton College","3",0,"3",3,2,36,"2","22","0","0","0",1,"0","0","0","0","0",0.140724947,1492,1,7981,35768,27868,11355,0.8219,0.1814,0.9106,19.34851936,0.132850242,83853,16.25,0.132850242,78373.41,7.230000019,3.339999914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","University of Findlay","Ohio","OH","Private",2,10000,34360,44360,34360,44360,3696,23,49100,87900,53,3,"The University of Findlay","3",0,"3",4,2,39,"3","32","0","0","0",1,"0","0","0","0","0",0.835959482,1130,1,16522,14838,10006,7391,0.6016,0.1578,0.6309,20.96420234,0.293117409,67984,6.590000153,0.293117409,61890.4,5.78000021,2.700000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Mount Marty College","South Dakota","SD","Private",2,7986,27276,35262,27276,35262,1236,8,41400,76500,67,5,"Mount Marty University","3",0,"3",4,2,46,"4","33","0","0","0",1,"0","0","0","0","0",0.673728814,1098,1,18325,10878,7334,7167,0.4272,0.2178,0.566,22.53745928,0.320284698,57420,5.570000172,0.320284698,49528.49,7.340000153,2.440000057,727,29,13,34,64,5,1089,0,2,0,145
"103","University of West Georgia","Georgia","GA","Public",2,10918,7292,18210,20774,31692,12206,15,46700,82700,51,9,"University of West Georgia","3",0,"3",4,1,13,"5","31","0","0","0",1,"0","0","0","0","0",0.696974281,1058,1,14459,6952,7693,7467,0.7736,0.4395,0.4331,21.51001541,0.318805185,36595,7.090000153,0.318805185,66454.08,7.480000019,3.029999971,7878,17,131,4286,497,14,6588,358,140,175,5303
"104","Ouachita Baptist University","Arkansas","AR","Private",2,7880,26790,34670,26790,34670,1501,8,44100,80200,58,18,"Ouachita Baptist University","3",0,"3",4,2,5,"5","32","0","0","0",1,"0","0","0","0","0",0.737547893,1180,1,17061,10448,8981,6545,0.95,0.2428,0.6358,19.76295133,0.235489221,62149,7.510000229,0.235489221,61306.22,8.659999847,3.160000086,769,11,13,129,58,1,1251,0,1,37,212
"105","Rider University","New Jersey","NJ","Private",2,14700,41310,56010,41310,56010,5294,8,51600,99000,47,5,"Rider University","3",0,"3",4,2,34,"2","21","0","0","0",1,"0","0","0","0","0",0.819474463,1194,1,16452,20221,13607,11180,0.4263,0.3333,0.6301,20.58176796,0.294011976,65207.5,12.11999989,0.294011976,85423.56,4.449999809,3.099999905,3184,8,235,529,528,8,3367,118,282,219,1426
"106","University of Minnesota: Duluth","Minnesota","MN","Public",2,7760,13367,21127,18485,26245,3696,9,53200,95700,48,30,"University of Minnesota-Duluth","3",0,"3",4,1,27,"4","13","0","0","0",1,"0","0","0","0","0",0.795421436,1220,1,7408,8693,7769,8416,0.8491,0.1866,0.6301,20.36237827,0.183406114,83308.5,7.869999886,0.183406114,68076.22,4.949999809,3.00999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Trevecca Nazarene University","Tennessee","TN","Private",2,8400,25598,33998,25598,33998,2606,14,45300,81700,65,5,"Trevecca Nazarene University","3",0,"3",4,2,47,"5","11","0","0","0",1,"0","0","0","0","0",0.776996805,1180,1,10373,13217,6673,7019,0.96,0.3352,0.5223,28.22940724,0.391638225,40243,6.96999979,0.391638225,59625.44,7.889999866,3.039999962,1569,9,27,372,71,3,1688,73,342,21,555
"108","University of Colorado Denver","Colorado","CO","Public",2,10480,11394,11394,32004,32004,3696,7,53200,95600,52,17,"University of Colorado Denver/Anschutz Medical Campus","3",0,"3",4,1,8,"7","11","0","0","0",1,"1","0","0","0","0",0.720474078,1156,1,8911,14119,31574,10909,0.6535,0.2564,0.4627,24.23434959,0.379420488,33313,12.09000015,0.379420488,74050.41,5.599999905,2.809999943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","John Wesley University","North Carolina","NC","Private",2,3600,13330,16930,13330,16930,3696,18,45100,82100,52,0,"Carolina University","3",0,"3",4,2,37,"5","12","0","0","0",1,"0","0","0","0","0",0.462686567,1180,1,12558,6233,3144,5018,0.7091,0.6072,0.4808,28.35483871,0.326633166,32421,6.309999943,0.326633166,55018.33,8.529999733,3.140000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Oglethorpe University","Georgia","GA","Private",2,13200,38100,51300,38100,51300,1094,6,52400,91400,50,12,"Oglethorpe University","3",0,"3",3,2,13,"5","21","0","0","0",1,"0","0","0","0","0",0.812911726,1223,1,11121,13320,5779,7086,1,0.3512,0.5485,20.60493827,0.199240987,46649,10.98999977,0.199240987,73815.08,7.289999962,3.180000067,638,3,43,202,113,0,368,29,270,66,390
"111","University of Washington Bothell","Washington","WA","Public",2,11877,11138,23015,36519,48396,3696,3,60200,108000,53,26,"University of Washington-Bothell Campus","3",0,"3",4,1,53,"8","21","0","0","0",1,"1","0","0","0","0",0.570203258,1180,1,4530,3394,5641,11638,0.6396,0.3121,0.6464,22.52803864,0.327274533,39205,11.72999954,0.327274533,69752.4,6.570000172,3.619999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Adventist University of Health Sciences","Florida","FL","Private",2,4200,15150,19350,15150,19350,3696,14,51600,89800,88,5,"AdventHealth University","3",0,"3",4,2,12,"5","11","0","0","0",1,"0","1","0","0","0",0.902723735,1180,1,24065,17977,9926,8241,0.9352,0.3571,0.3723,26.98307475,0.390205371,30567,7.71999979,0.390205371,60028.37,8.300000191,3.359999895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Montclair State University","New Jersey","NJ","Public",2,15564,12790,28354,20578,36142,20022,14,50800,95400,42,9,"Montclair State University","3",0,"3",4,1,34,"2","21","0","0","0",1,"0","1","0","0","0",0.906104542,1110,1,9509,9572,9057,11084,0.3421,0.4391,0.6763,21.2335361,0.412447257,40178,10.46000004,0.412447257,79914.29,6.480000019,3.630000114,12654,13,1015,1946,4447,38,9632,637,1742,552,8096
